document,label
im heartbroken about in love with the world but i think maybe im feeling heartbroken so acutely is it came to me today that every time ive been asked to stay somewhere in the past years or so ive left,sadness
i can feel their afraid,fear
i know its only the beginning of and im already feeling fucked,anger
i drove away from today feeling overwhelmed with news that i have heard a trillion times and news that my heart knows already,fear
i feel specially fond of,love
i feel like when you re passionate about something it s okay to be vocal about it as well,joy
i was half feeling very irritated and just wanted to get out of a amp f lol,anger
i feel all rushed to get ready for tomorrow,anger
i feel much alarmed at the prospect of seeing general jackson president,fear
i remember feeling more amused than sensing that i was in any real danger however i must have been experiencing a little bit of shock,joy
i wake up i realize that my panty is wet and i feel very horny,love
i know that when i take care of my body by eating well exercising and getting adequate sleep i feel more invigorated in both a physical mental and spiritual sense,joy
i listen when he tells me he has an ominous feeling but i ignored him this time because i so wanted to see what was down the trail,sadness
i remember feeling a little jealous and realized that our time together wasnt solely about me but that he has a larger network of social interactions all ready in progress before i got there,anger
i feel so fucked up now i want to shut myself up,anger
i am a bit of a romantic so i really feel like we missed out on those things this time but i would not trade the family time we spent together,sadness
i feel like i was a naughty girl and should have said no way,love
i mean i am kinda feeling disturbed when subaru is close to me,sadness
i really enjoyed feeling that i was not alone,sadness
i feel violent and crazy and i feel myself slowly losing patience,anger
i feel i m doing to my mom what i despised so much when it was done to me,anger
im still not feeling these days but cuddling with them almost always makes me feel a little bit better,joy
im sure it feels wonderful,joy
i feel a violent urge to vomit and back out of the room,anger
i was feeling very homesick and was a good reminder of how blessed i really am,sadness
i also potted up this fuchsia grown from a cutting last year my first attempt at taking cuttings and of which im feeling rather pleased with myself,joy
i am feeling suspicious lj cut text suspicions,fear
i feel a little calmer im more irritable and impatient than before,anger
i honestly feel so unhappy with everything in my life and it isnt simple enough for me to be able to change these things that are making me feel so unhappy with a click of the finger,sadness
i have all of that obviously because of what i do on youtube and my blog and while i have a ton i like that i can feel ok about it because i have it managed in a nice and organized way,joy
i was nannying my kids could definitely snark back at me when we were feeling bitchy but i feel that sarcasm should be kept away from children s clothes,anger
i feel no pain no feeling of loneliness but adoring love to gain i said i love you forever along with this love i bring,love
i t want t know f t habitual t feel frightened wh n initiation r career,fear
i mean genuinely appreciate and show him how happy it made you when he did x and that it made you feel y he will want to keep doing things to make you happy,joy
i indulge in doing some work i forget about the time trust people easily feel restless until my work is been finished,fear
ive always felt like ill finish my masters i was raised and told that its really important to finish university and i kinda feel like im intelligent enough to really finish it see my pride,joy
i don t dispute that the theory has some applications i just feel that it is universalized too often and is especially abused in a culture that is accustomed to being able to control circumstances and produce a desired outcome hmmm what culture could i be referring to,sadness
i have to push back the repressed expressions of a child of split marriage and say to myself no you had your chance its too late now to feel enraged by your situation but all i wanna do is yell at the top of my lungs fuck you this aint my fucking problem so dont make it that way,anger
i think this feeling is fro trusting in god and sometimes its just apathy,joy
i love the way it feels i love its permanence i love the nostalgic feeling of keys under my fingertips,love
i feel privileged to be invited in and am treating her hoard with care,joy
i decided that i was feeling so horny that i would have to do something before i burst,love
i was feeling pretty confused about my future career goals however after seeing how creatively stimulating and fulfilling teaching can be i now feel more confident in pursuing a career in education,fear
i do feel the need for a little break however like you and for something lovely and quiet,love
i feel lousy on what happen,sadness
i know this is supposed to be a cheerfull season the christmas season but this is what i am feeling after loosing our beloved cat tigger earlier this year,joy
i feel even more beaten down without the encouragement and am afraid i might try to hide from the world in bed feeling like i ve already lost,sadness
i cant help feeling mad at this man,anger
i feel like this was a milestone race and i ve shaken the novice feeling off,fear
i have a feeling of being scared but also knowing that i am in for some really big changes in my mind body and spirit,fear
i really could not feel a thing and i felt slightly annoyed at the nurse who every time i pushed kept saying things like you are an incredibly strong woman be strong be strong,anger
i sympathize with this person but i also feel a bit skeptical the theme is loss because everyone looses,fear
i feeling im look a like those innocent lame hunting group old dirty hyena so not have any hope and ways to be free of dead,joy
i really like him he has good morals and is very nice to me and respectful but its like i feel like i still belong to brad and i couldnt picture myself with eric because hes too innocent,joy
i was feeling so stressed up whenever he doesnt sleeps because i am out with my friends,sadness
i was disgusted at the way the bus conductor threw out an old woman oiut of the minibus simply because she could not pay the fare for her luggage,anger
i have times when i feel insecure,fear
i wouldn t make too big of a deal out of the situation you found your daughter in unless you feel prompted to not fearful,fear
ive predicted angle to win and im feeling slightly less grumpy than when i wrote that lets say that gallows wins clean here to keep things tight,anger
i also feel a longing for my country and as i remember my childhood around the gunong ledang mountain i have started a series called puteri gunong ledang evoking all the legends and memories of jungle fairies that still live in my mind,love
i feel very angry and upset with my customer,anger
i feel so horrendously ugly these days,sadness
i have a few favourites of my own but the choice of book is up to you or you can have a dvd if you are us or uk im feeling generous so the limit is up to which is about something like that,love
i went home all alone from a restaurant it was dark,fear
i believe him when he says it was a mistake i feel hes being sincere but i want him to be sure as to what he wants from me,joy
i feel annoyed that those who bought tickets and sat through the screening could even find distraction with such offensive scenes and sounds flashed before them,anger
i feel i am too stubborn and resistant for therapy,anger
im feeling a little more adventurous,joy
i feel you are so delicate now,love
i feel kind of reluctant and depressed when you told me that it s over i respected your decision,fear
i feel that i need to be more generous with my offerings to them especially in hunting and fishing,love
i feel subaru stops being that innocent being we were presented to in the beginning and begins to turn into the depressed young man of x who also kicks ass,joy
im feeling shaky and feverish and mad,fear
i feel so ugly and ashamed img src http s,sadness
i feel like so much of my life has been rushed through like just the means to an end and now it feels like i am enjoying everything i possibly can for what it truly is,anger
im feeling romantic towards not another relative friend coworker,love
im feeling generous lets make it a a href https www,love
i can t believe all the newborns that i ve photographed with heads full of dark hair but i am feeling just a little envious because my babies are bald and blonde as they come,anger
i am feeling very shaky,fear
i dunnno i just feel sorta discontent but im tired and stuff i just wanna go to bed,sadness
i tend to stop breathing when i m feeling stressed,anger
i feel like a haiku is a pleasant note to end on,joy
i know why you are angry at me and you have every right to feel those angry perhaps even hateful feelings for me,anger
i suppose if one were to love someone one would feel doubtful,fear
i do feel a little confused about my reproductive future do i want another baby deep down,fear
i feel like ive been shaken around a thrown down,fear
i have the right to feel jealous naman to think na theres no us to begin with,anger
i stepped outside of the house feeling glad to be home again,joy
im feeling so irritable about todays class,anger
i want to tell him how i feel how disgusted i am that he can hurt my husband the way he does and then just laugh about it how he treats his grandchildren how he treated my husbands mum and just scream at him to stop being such a selfish bastard because the world does not revolve around him,anger
i cant even remember what it feels like to be loved,love
i feel like they hated me since then,anger
i have a feeling she is going to be an amazing artist like her daddy and uncles,joy
i was feeling horny so we let her in,love
i bring this up is because i feel very satisfied with the song selection,joy
i am feeling melancholy i ll embrace it and listen to some slow downtempo melancholic pop,sadness
i feel as though canadians are coming complacent with the workings of our country because of how well weve fared in the recession,joy
im feeling very angry kind of sad tired and bored today,anger
i feel so perverse,sadness
i wear makeup not only to reflect how beautiful i truly feel on in the inside but also to break the stereotype of the nerdy timid out of the loop woman in the sciences,fear
id love to see this campaign go viral to help raise awareness and funds to support the hotline so more women and children can feel safe something most of us take for granted,joy
i managed a whole tuesday of eating clean but have caffeined up today and am feeling rather shaky,fear
i feel like an emotional train wreck,sadness
i feel it in every cell of my being god really really loves him intensely and is being faithful in fulfilling all his promises to him to us as he is also doing for you and yours,love
i feel agitated,anger
i is starting to feel a bit insulted by this stranger,anger
im so excited thinking that some hot man might see my sweet little pussy this makes me feel so naughty a naught little girl hehehehehe,love
i refuse to rate the book but if she and her publisher feel snobbish then take it from me when i say jeanette winterson cannot write and essentially does not do wish to do anything with the scope to explore,anger
i am feeling fine i take suppliments for health,joy
i had to preform a few poems to the class so i will feel confident when i preform,joy
i subconsciously feel a little bashful at the display of nakedness in front of me while watching the maid wipe windows on the outside of the room actually its just her shadow behind the drawn curtains,fear
i feel hesitant about talking about this,fear
i was feeling quite nervous,fear
i worried over the feeling of supposed to being at church but rich and dr,joy
i dont know how i feel about my beloved teams draft,love
i hope that one day they feel as strong and optimist as i do right now in my life,joy
i might have left you feeling disappointed especially if you were anticipating for pics videos,sadness
i feel selfish for it,anger
i was tossing and turning and feeling very anxious about the fact that i was not doing this work that i felt needed to be done,fear
ive been more intensely feeling unloved,sadness
i won t feel so shy and ashamed about it,fear
i feel shame on the dirty parties it should be a fair fight when we let foreign workers decide for our future and the international knows it sorry but malaysia will be like those third world countries soon,sadness
i frantically try to get it done and now feel frantic as i walk in the studio,fear
i feel pretty confident in my decision,joy
i feel offended if you question my results as unfair saying that i am lazy and all so why,anger
i feel fearful about being vulnerable within a relationship i will see in others that they are not trustworthy and will in turn not trust them,fear
i reckon this is fair enough yes the queen is their monarch but they are so geographically removed from her and her presence that i appreciate that many australians may feel more loyal to their country and own communities than to the queen herself,love
i feel this place was tragic,sadness
i feel the need to remind you that you are never alone though lonely you may be i know of your distress and the things that haunt you best,sadness
i feel so empty idk i came home early from school,sadness
i can t be with her in portland and i feel fairly useless here in strasbourg,sadness
i had been chained up well time was hard to gauge i had been flogged pierced cut blind folded had hot wax put onto me and deprived of light and sound for periods but never did i feel abused,sadness
i feel that the names also reflect on the person as to how dignified it comes together or not dudley dursley cornelius fudge minerva mcgonnagall neville longbottom peter pettigrew oliver wood,joy
i should feel like successful independent woman a la destinys child no,joy
i feel like there are people out there on the internet that have issues with my online friends and then expect me to be hateful or mean to them as well,anger
i cant help but feel distraught,fear
i did get up to go and see the gp who told me i had probably been over confident that i should have rested for longer that this time i was to go to bed and not get up until hours after i feel better,joy
i feel like my chanting voice would just reverberate through the walls and i feel rude,anger
i feel like myself whoever that is again and i m delighted about that,joy
i feel so ecstatic and relieved,joy
i feel like im a violent mother,anger
i mean people are discussing things about which they feel passionate,love
im only and that most people havent exactly settled down yet but the other part of me feels like i missed my chance,sadness
im sure ill also feel a bit nervous,fear
i feel im a fairly generous person but i dont sell or give away the trudgers i make except as gifts to close friends and relatives,love
i would have taken more but something feels weird about going to a foreign country and taking pictures of places and things that most of the people probably consider commonplace,fear
i began to kiss her again she slowly started lifting her head and feel suspicious,fear
i tried to make a cheerful comment about fitting her in but i feel really unwelcome,sadness
i was little i always had this exciting jittery feeling the day before i went on holiday but now im pretty meh about it,joy
i like to pray a decade whenever im feeling stressed or scared,anger
i am very excited to finally meet that companion that companion who will be with me at all times especially when i am lonely very lonely that companion who will never disappoint me that companion who will put his arms around me and make me feel loved,love
i have quite amount of friends here but yet how can i feel so lonely,sadness
i hate that feeling and its making me antsy and irritable,anger
im so excited for you to try my mineral makeup starter kit and feel more gorgeous more beautiful and more confident than youve ever felt before that im willing to give you such an incredible deal,joy
i didnt feel passionate about most of the posts,joy
i feel like she acts bitchy and complainy to try and fit in but that doesnt make sense because for the most part were not bitchy and complainy,anger
i cant even explain how difficult it is to tear yourself away from something you both love and feel doubtful of,fear
i had a feeling it might be perfect for a take off on the tutorial,joy
i was taken by sentimental feelings for the characters and distressed by their destinies,fear
i feel disgusted by the ugliness of the current society,anger
i feel so thrilled that she likes me very much,joy
i could somehow stop everyone on earth from ever feeling heartbreak i would be one happy lady,joy
i feel so glad talking to them because they help me learning japanese through conversation and help me speaking english nicer and more frequently,joy
i had been really proud of myself but after how my husband had talked to me and talked about other girls i was really feeling disgusted about myself,anger
i see myself behave in relation to feeling positive or negative and the way others perceive me within doing so,joy
i had no idea i was giving off this vibe but i feel like this is a pretty dangerous vibe to be giving off all willy nilly,anger
i feel like i have been really cranky at school these days,anger
i feel the loving presence of my parents daily even though they have both been physically dead for almost two decades now,love
i listen to dubstep when im feeling damn irritated,anger
ive stamped out old relationships feeling like the distance and time apart would cause people to forget or somehow give enough reason for them to stop caring about me,love
before an exam which i,fear
i have read and experienced going vegetarian to vegan from a meat eater how the toxins leave your body and make you feel irritable and grumpy,anger
i can remember when cammie was a couple of months old looking at her sweet innocent face and just sobbing thinking about her going to school the thought that someone would hurt her feelings be unkind to her be unfair to her the thought that a teacher might be mean to her or not love her,anger
i knew yesterday that i was getting a cold but this morning i feel terrible,sadness
i feel a bit tortured right now,fear
i was feeling paranoid as fuck thinking people would be out looking for me,fear
i am feeling very cranky this christmas,anger
i feel afraid but i have learned to allow myself to be afraid,fear
i feel like i need to tattoo that peggy o mara quote onto my arm so i ll see it next time i feel disgusted disdainful or disappointed by my children s behavior,anger
i wanted to create this feeling of longing and sadness,love
i ended up changing my clothes and laying in bed with my eyes closed for the next hour and eventually i started to feel better,joy
i am still feeling somewhat intimidated but i guess by being safe and cautious and fully aware then i will be ok,fear
i remember then feeling bitter that i couldnt pop the balloons and join in the celebrations,anger
i don t like the idea that women in the entertainment industry especially in pop music may feel pressured to turn themselves into hypersexual tartlets but i get the feeling that rihanna isn t being provocative because she feels she has to,fear
i glimpsed a visitor but i could feel it was disturbed somehow whether mad or confused or something similar,sadness
i left the talk feeling nervous that we had taken the brief in the wrong sense but we were in a situation where we had already invested to much time into the project that there was no going back,fear
i love feeling productive and getting things cleaned out an sorted through,joy
ill add special sea shells and some sand for a beachy feel but for now i am loving my eggs,love
i always feel intimidated by other people especially when they always compare me to other people ever since i was young,fear
i don t know how i feel about all this how i feel about my place in it if i think that my work is more or less sincere than other gen xers and so on,joy
when an alcoholic stood dribbling over a food counter,anger
i can t help but feel a little hesitant towards lily,fear
i feel that god sends us some distractions just to see how determined we are to reach our goals,joy
i feel like my creativity is running low like a dying battery,sadness
i feel uncomfortable using the word awesome but this idea actually is,fear
im in the car with my roommate and her family i feel like im being all rude because i have to call her and my dad so that my dad can give her directions and she keeps asking what she needs to bring,anger
i have been perspiring like crazy even in school that makes me feel so dirty and muddy,sadness
i see but i feel confused by all about you lately,fear
i meet men who feel insecure about women,fear
i live in philadelphia pa and i m pretty sure if he said you were just under and drove you home he was feeling sympathetic and if he was going to ticket you he would have right then and there,love
i was feeling relatively indecisive and not very hungry until we walked past a barbeque place,fear
i thought i would very sweetly cover over what i was really feeling and say something pleasant about all the bad things he had done whatever they were,joy
i am good at something that i feel passionate about and all of the other students that graduate this year are in the same boat what happens after,love
i leave them i feel invigorated,joy
i have a reminder of the joy and peace i feel in his arms i am tortured,anger
i lived her life without the feeling of acceptance she felt as though trouble and misery followed her everywhere she went and that everyone hated her because of it,anger
i would not hurt you or make you feel pain i would not have been so vain,sadness
i feel frustrated and upset and demotivated when i dont see a whole picture of the curriculum that im studying for example english class,anger
i didn t feel like she was totally supportive,love
i needed but i m feeling greedy,anger
i see you i feel so helpless,sadness
i realise my thoughts feelings emotions reflect my acceptances and allowances as a result of accepted and allowed programming and conditioning through and as time,joy
i was using it to vent out ugly feelings and be vicious and nasty rather then deal with them like an adult,anger
i feel peaceful and happy about this decision and i am glad and grateful for the remaining three months that i have in mombasa,joy
i was made to feel that i was damaged and not good or giving enough when in reality nothing is ever enough,sadness
i was tempted to feel a little bitter but then i saw this,anger
i wanted to really love this book social thought provoking personal histories are just my thing but i left feeling disappointed by this one,sadness
i dont drink green charged water for a few days i feel irritable and disoriented,anger
i sometimes feel shy about my musical taste because some of it wanders towards what some might call techno slander,fear
i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try,fear
i feel a gentle amusement,love
i still sort of agree with that description but i ve come to think that the great thing about this song and about all concise guitar pop songs that so accurately hit home the singular feeling of romantic possibility is the way that it lets you write your own starring scene,love
i feel really petty and immature but i dont want to cheat on greg or end up breaking up because were fighting over the stupid little things,anger
i can t get past is that feeling when a friend walks out of your life and you re unsure why that feeling of not being valued or important enough,fear
i upload music i others like feel liked song,love
i feel so unimportant today,sadness
i used to hate going to work so much but after today i feel reassured that im doing a good job,joy
i feel that she should change herself and i was too timid to speak up for her except in underground murmurs,fear
im so full of life i feel appalled,anger
i had to go to the gym so many times this last spring that i just kind of got used to feeling neurotic and then the neurotic feeling kind of went away,fear
i feel really bitter,anger
i just grab something and hit myself just to feel pain damn i know the risks and injuries that might occur i know its dangerous,anger
i feel taller leaner and more graceful,joy
i would not expect you to understand and if you have i feel horrible for you,sadness
i feel more resolved than ever to persevere with the use of web based technology for learning despite problems mistakes and frustrations,joy
i am still trying to find my footing and after three years in i feel just as shaky as ever,fear
i was not feeling so nervous because she seemed so calm and collected,fear
i feel that he is ungrateful for having an opportunity to breathe the air when so many others didn t have the chances he has had,sadness
i was feeling pretty carefree and happy my only worry was gosh,joy
i will probably just be lazy and lounge around the house and possibly go down to the pool depends how im feeling and what i can be bothered to do its my last day off before i go back to work so yeah,anger
i wont do it anymore i wont allow myself to be stressed and feeling rushed and like its all a race to be better and one up,anger
i have begun to feel really burdened for the women in our slums particularly my mamas in kina,sadness
i can feel this really effecting my attitude toward her i feel bitter and angry,anger
i know my best friend thinks i m a legend xd she tells me i m hilarious and a badass when most of the time i feel like a wimpy dork,fear
i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,fear
i know they don t really mean anything by it but when you are feeling as crappy as i am you find yourself really wanting to give them a wakeup call,sadness
i feel there are some who still wants us together and i im being rebellious,anger
i listen although i don t feel very brave about it feeling skeptical about its possibilities here,joy
i feel so blessed to be experiencing this season of my life as a new mother,love
im feeling kind of naughty,love
i know whos interested in renaissance and baroque art i can relate with jamie because she like feels tender towards everything and thinks that inanimate objects have feelings,love
i just take control and baby when you kiss my lips and when you kiss my thighs you got me think of the perfect sh t and it always feel so tender and mild when you got your love in between mines,love
i feel needy and cagey during this wait for leaving to practice my new self in my old settings,sadness
i know killing myself solves nothing but the hopelessness and sadness is destroying me slowly and i feel like being selfish might be a good choice,anger
i cant help but feel somehow he was punished in heather mills divorce settlement he is he does have a good sense of hum,sadness
i could put a full thought together and didnt feel so lethargic,sadness
im definitely feeling festive,joy
i feel i can be a bit selfish myself,anger
i think it makes the marathon feel more worthwhile,joy
i feel abused and maligned but mostly tired of the nervous feeling anticipating danger,sadness
i feel grief for the families of those who were caught in this tragic incident,sadness
i devised myself rather than had suggested to me the flower distribution and im esp pleased as i bought the flowers when i didnt have my bank card it feels much harder to be generous when having to be especially careful with money and im now wondering if that was the lesson of losing it,love
i haven t done it in a couple years and now i feel like i m at a place where i hated it when i was doing it but i wish i could do it again,anger
i feel the energetics of the cinnamon tree is supportive for you as you on this journey of self awareness,love
i feel too bitchy to do something like that to my family because theyre going through the same shit i am,anger
when i was ditched by my girlfriend,sadness
i look at your kids i feel jealous sure,anger
i hope you will also feel a little foolish for doing so,sadness
i hope that the next quote will be able to let my special someone knows what im feeling insecure about and understand that no matter how much i trust,fear
i ask to know things and then everything changes and then i feel a bit shaky as i try to keep up with my own leading edge and the huge amount of change i m invited to allow as i come into alignment with and catch up with me,fear
i love the liz earle moisturizer it does really leave the skin feeling lovely but i think i will purchase the lighter version next time,love
im deep in a budget spreadsheet i feel that im someplace where i dont do my most creative work,joy
i even picked out beautiful pearly looking snaps and is soft and comfy feels like caring for myself,love
i got lots o crazy shit going on but i am loved and feel hopeful about the future,joy
i feel when they are distressed in the night is perhaps more than empathy,fear
i feel so thankful i have been able to figure out ways to get around or deal with most of these minor side effects and that i have not dealt with anything too serious,joy
im feeling really agitated for some reason i think its coz im confused,anger
i just got really crunk about a situation and now i feel like i have to write to calm down lol,joy
im also feeling cranky about it because the main characters scientist brother observing the moon mentions that there is zero gravity there,anger
ive been idling away this past year i realize im feeling more and more doubtful of my path,fear
i am close to her i get this complete fuzzy loved feeling grew so fond of,love
i could continue feeling awful and crying to all my friends and focus on how wronged i had been and end up feeling worse,sadness
i feel rather pathetic,sadness
i feel compassion for them and understand why they feel insecure,fear
i feel really wimpy saying it but,fear
i was trapped in the mall and was starting to feel like a mallrat and i hated it,anger
i am feeling so festive right now and not just because this was the lovely wintry scene when i walked the dog the other day a href http,joy
i feel shaky dizzy and my stomach starts to hurt if i miss a meal,fear
i was already feeling exhausted and it was a matter of survival from that point onwards,sadness
i feel tortured here,anger
i had seen but theres just something about their set that makes you feel so glad to be there,joy
i was abruptly reminded of why i was feeling so agitated in la,fear
i worked thought that it was a good reason to either feel pity for me disgusted at me or more rarely intrigued by me and that was a class of people i didn t care to talk to,anger
i hurt their feelings for refusing to listen to their spiteful hurtful sniping at others,anger
i have been becoming i definitely want to include in my revamped definition of strength my impulse to nurture my sense of resonating to the feelings of others like a sympathetic string the way i ve been able to let go into life as an emotional being,love
i feel thankful for,joy
i feel anguish for a family that was assaulted raped and systematically assassinated by u,fear
i feel christmas more special than ever,joy
i feel that the moment you adopt a sense of caring for others it brings you inner strength,love
i me still feeling cold from the swim which doesnt really count as one earlier on,anger
i feel like a dangerous animal as i prowl out of the jungle and onto the warm sand of this deserted island,anger
i don t always remember to do this but when i m feeling bitchy and down on the world if i stop and take a moment to breathe and think about everything i m grateful for the joy seeps back,anger
i ran despite feeling rotten and i m glad i did as well as i did but i really want to do better,sadness
i can think of to quit are not based on my own needs and wants but those of others scars make other people feel uncomfortable self injury makes friends feel like they aren t offering enough support cutting is something sad teenagers do,fear
i was feeling a tad bit nostalgic and decided to watch a classic starring bruce willis in the old flick titled monkeys,love
i was feeling and could answer all my stupid questions,sadness
i feel like if we are longing to hear god hungry to see him and looking for him in our lives he will reveal himself through many and any manner possible,love
i have spent the majority of my life trying to change how i look in order to feel accepted by others to feel loved by other to feel better than people around me because in my mind my physicality is the only thing that i have to offer,love
i literally fell on my knees during one episode which feels so pathetic,sadness
i am left feeling rejected judged and deemed inadequate,sadness
i wake up in the morning and have my voice and my throat feels ok but by the afternoon its all scratchy again and i sound like marge simpson until the night when its so bad and my throat is so sore i just have to whisper,joy
i went through everything you all have too and am feeling fantastic right now,joy
i returned home defeated and feeling totally unsure of who i was,fear
i am not actively seeking gods heart i feel lethargic directionless and slow when it comes to who i see god as and even more so how i think god sees me,sadness
i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger,anger
im feeling that longing urge to create something again,love
i been feeling terrific i was amazed at how my need to binge was abated and i ve lost weight without even trying,joy
i feel as if i am going to sneeze but do not and therefore my beloved is about to think of me but does not,joy
i know that its hard cos you might feel helpless or anything but sometimes its something that is beyond what you can do,sadness
i have a good idea for a post but am feeling too low to write it,sadness
i cant get traction and start feeling tortured by time as my friend denise puts it,fear
i feel so selfish so self indulgent,anger
i feel and i dont need some dumb reason to legitimize or excuse the way im feeling,sadness
i cant help but feel that it is somewhat special,joy
i feel jealous on sumthg tat i thk of,anger
i often find myself in a hostile environment my leaves feel damaged my blossoms die on the vine,sadness
i feel angry alone unwanted vexed irritable all the time,anger
i was left feeling foolish all alone in the rain,sadness
i know and i am eternally torned about it because i feel helpless and useless,sadness
i am feeling rebellious which is often i suppose,anger
i clumps everybody together in a weird way and i feel liked and respected but unloved by anybody,love
im also feeling more energetic and able to keep going for a better part of the day,joy
i no longer feel depressed and am not mad or haven t yet a href http www,sadness
i always feel afraid of telling people because i dont want them to see me differently my self image is very poor and i dont want to transcribe that onto them,fear
i also feel strongly about supporting the local economy so for the past years i am proud to have driven gm cars in a gm community,joy
i wouldnt have thought that id be feeling this way but i feel amazing and am glad for what happened,joy
i feel so hesitant posting them,fear
i feel the eyes of many turn away disgusted by the self indulgence the audacity of a british woman to admit this point of failure,anger
i hope no one feels im ungrateful because thats not the case,sadness
i feel just as determined as ever if not more,joy
i feel like a lot of people are intimidated by false lashes because it seems like a largely unnecessary process during your makeup routine,fear
i have really come up against some intense struggles since moving in here and i have to say i am very proud at the way we are giving each other the respect to feel however we need to feel mad stressed whatever and yet we still pull together to fix the issue,anger
i don t a feel like an idiot and b not get illogically mad at people for going to bed too early sorry for the anger family,anger
im feeling less hateful of fandom,anger
i also feel overwhelmed by to do lists,fear
i can feel myself getting agitated at all the constant noise chatter,fear
i am feeling like a delicate wee flower and have given myself permission to lay around drinking tea and eating cream buns and reveling in my passion for poetry,love
i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,anger
i feel certifiably idiotic right now,sadness
i could also feel very bad about myself for not being able to keep up,sadness
i fully enjoy music when i feel afraid using headphones,fear
i travel i feel like men expect me to be neurotic superficial and easy only sometimes true,fear
i can find and plan to do something with them as i feel the landscape of the aftermath is vital to this genre s appeal,joy
i feel greedy part comes in,anger
i feel so uptight around my family,fear
i feel like especially in the art world we could all do with a little more reality and little less you fill in the blank,sadness
i have carried around an audre lorde quote that i often refer to when i am feeling fearful or uncertain about things when i dare to be powerful to use my strength in the service of my vision then it becomes less and less important whether i am afraid,fear
i dont know why but i feel uncomfortable in front of people who flaunt their strength or their accomplishments,fear
i feel like there needs to be a disclaimer that i am in no way romanticising the shitty aspects of this pairing okay it is fucked up beyond belief summary castiel holds the world in the palm of his hand,sadness
im packing up to leave the school and feeling sentimental,sadness
i kind of feel fearful of starting,fear
ive finished it i feel foolish for having put any expectations on the story when i began reading it,sadness
i was feeling like a valued part of the family and there was a great friendly rapport between the three of us,joy
i feel like i should care that im a bit heartless not to,anger
i should have known better if you are traveling with the military and you feel satisfied there is definitely something wrong,joy
i am so desperate to save her that i feel i will do anything yet i was so skeptical to consider chemo as i was told by her radiation oncologist initally as well as the internist that nasal sarcoma is not chemo sensitive,fear
i probably feel the need to move on every years and the fact that ive been here over years now makes me feel totally worthless somewhere,sadness
i dont know why i feel joyful that people went to my blog today and saw one of the entries,joy
i know i just ended a very big giveaway here on the muse but im still feeling quite generous,love
i am not feeling horny im just letting baba see the emote,love
i feel tortured by this sense of wrong,fear
i am feeling quite weepy can you get rid of them and she did,sadness
i feel like the audience is smart enough and knows the characters well enough to figure out who were reading,joy
im sure she left feeling angry and unhappy but she also caused members of staff to feel angry aggressive and upset hurt as her final say was a personal attack to say we were awful individuals with bad attitudes,anger
i hurt your feelings or angered you with my last rant im sorry,anger
i don t think that woman ever feels generous because she is too busy dying of love,joy
im getting ready and feeling stressed in general all take a toll on my milk supply and im not producing as much,sadness
i was feeling extremely agitated after coming home from china,fear
i feel irritable or depressed during the course of the day i just stop and think am i too hungry angry lonely or tired,anger
i feel a timid six other times a wise sixty six,fear
i feel poisoned and tortured by this room,fear
im just hoping i can walk by then because my thighs are not feeling at all friendly today,joy
i know what it feels like to face irate customers,anger
i remember feeling annoyed but also wondering if i shouldn t stop and buy something,anger
i feel very uncomfortable around people with down syndrome,fear
i list them out i feel pretty lame whining,sadness
i have noticed a strange feeling of discontent encompass my very being,sadness
i drove dannika to school i was feeling a little bit rushed and this is what greeted me as i turned the corner,anger
i live though it is my husband my children my spirituality my love for nature and my enthusiasm for life that keeps me feeling grounded and happy,joy
i am heavy and i feel dull all over i think i ve stopped breathing,sadness
i feel like i am very passionate about youtube and so id quite like to explain why i think youtube is the next best thing for entertainment,joy
im feeling good now,joy
i feel so dumb for being honest,sadness
i perceive you feel now you and grieve together the dint of pity these are gracious drops,joy
i feel contented but i m going to bet that i ll hate life tomorrow i hide a lot of things,joy
i feel like im almost uh afraid of everything so to speak,fear
i think one asset that makes you guys stand out from other bands is that your musicianship especially on the latest record hits the next level and i feel this is why you are accepted in so many genres especially the hardcore scene,love
i feel like she was bitter towards people who were in upper class just because they were in upper class,anger
ive always longed to feel the beloved tenderness from a father,love
i cannot deny that right now i am feeling disillusioned with the avon,sadness
i was left feeling bothered by it for a long time afterwards,anger
i really hate that feeling when youre unsure about something,fear
i wake up ill feel really really mad,anger
i feel quite scared about my work life balance if i start to work for ken again,fear
i feel like im just on the edge in this microcosm one more awkward moment or missed party and id be on the outside,sadness
i feel lucky on my birthday,joy
i like to watch people do horrible things so i can be outraged at them and feel superior,joy
im thinking that feeling extremely cold yesterday was more down to me brewing something than the actual weather,anger
i feel really bless to have a very supportive family who appreciate everything that i do,love
i never want her to feel the pain of struggle of suffering,sadness
i am feeling that cranky voice inside my head that just wants to eat whatever it wants,anger
i feel so complacent and start thinking that i am so smart,joy
i feel very irritated and annoyed today,anger
i don t feel like i have a cold i just feel sick,anger
i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,fear
i want something that gives me a major orgasm that will make me feel so horny ill screw anything that moves,love
